new_words,seconds,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans,valence_trans
issue koreans made a law that would allow them to come,170,0,1,0,0,0,0,170,0,0,0,0,1,0,1
into the country to seek shelter although since they made the,175,0,1,0,0,0,0,175,0,0,0,0,1,0,1
system right it they are basically allowing it but once it happens,180,0,1,0,0,0,0,180,0,0,0,0,0,0,1
they're not allowing allowing it so it's basically going against what they originally,185,0,1,0,0,0,0,185,1,0,0,0,0,0,1
set their phones so you're saying you don't want to be like controversial,190,0,1,0,0,0,0,190,1,0,0,0,0,0,1
yeah basically what you're trying to say well i think,195,0,1,0,0,0,0,195,1,0,0,0,0,0,1
the ideal is good the idea of letting refugees in turkey a country is good but,200,0,1,0,0,0,0,200,1,0,0,0,0,0,1
for the case of the yemenis refugees seeing this mass influx especially,205,0,1,0,0,0,0,205,1,0,0,0,0,0,1
in korea which is a much other countries with much more limited resources that countries,210,0,1,0,0,0,0,210,1,0,1,0,0,0,1
in like europe or america could possibly be seen as threatening to the community,215,0,1,0,0,0,0,215,0,0,0,0,0,0,1
people especially because it's only the island of jeju and judge it was a very small part of korea,220,0,1,0,0,0,0,220,0,0,0,0,0,0,1
with a much more limited population so yeah,225,0,1,0,0,0,0,225,0,0,0,0,0,0,1
yeah and i guess i guess that's kind of true but you know the other point is,230,0,1,0,0,0,0,230,0,0,0,0,0,0,1
that those yemenis are only 500 people right over the course of,235,0,1,0,0,0,0,235,0,0,0,0,0,0,1
these years thousand north koreans came to this country and you know if you think about,240,0,1,0,0,0,0,240,0,0,0,0,0,0,1
that north koreans are currently we're at war stating their,245,0,1,0,0,0,0,245,0,0,0,0,0,0,1
these bad people you know according to like the 50s and,250,0,1,0,0,0,0,250,0,0,1,0,0,0,1
60s people they are these bad people with the other notions and there they could they,255,0,1,0,0,0,0,255,1,0,1,0,0,0,1
have the highest possibility of being spies right so in that kind of view yemenis,260,0,1,0,0,0,0,260,1,0,1,0,0,0,1
they're only here to seek shelter they're not here to terrorize or anything like that it can't cats eat for see anything like that but north koreans coming,265,0,1,0,0,0,0,265,1,0,1,0,0,0,1
to this country for seeking shelter could be a bigger issue than that then why are we allowing north koreans,270,0,1,0,0,0,0,270,1,2,0,0,1,0,1
to come here but not the yemenis well,275,0,1,0,0,0,0,275,1,0,0,0,1,0,1
that is a good point on a human rights level the,280,1,1,0,0,0,0,280,1,0,1,0,0,0,1
i think they could be viewed in the same way but from a korean,285,1,1,0,0,1,0,285,1,0,1,0,0,0,1
citizens perspective north korea is still,290,0,1,0,0,1,0,290,1,0,1,0,0,0,1
part of current it can still be viewed as an extension of korea that was just simply divided because the war,295,0,1,0,0,1,0,295,1,0,1,0,0,0,1
and especially because it was only a career isn't was only divided like 50 or 60,300,0,1,0,0,1,0,300,1,0,1,1,0,0,1
70 years ago we share the same language we have a very similar culture,305,0,1,0,0,1,0,305,1,0,1,0,0,0,1
but for the yemenis i think it's possible that korean citizens can view them as outsiders,310,0,1,0,0,1,0,310,1,1,1,0,0,0,1
and i think we should recognize the like,315,0,1,0,0,0,0,315,0,0,0,0,0,0,1
korea is a country for koreans and we should respect the korean citizens,320,0,1,0,0,0,0,320,0,0,0,0,0,0,1
perspective of like like this nationalism,325,0,1,0,0,0,0,325,0,0,0,0,0,0,1
yes i guess yeah that's one of them is good and no koreans first cuz we are here,330,0,1,0,0,0,0,330,0,0,0,0,0,0,1
is actually a good point well i'm not against it but um,335,0,1,0,0,0,0,335,0,0,0,0,0,0,1
these days you know all over the world we're talking about globalism,340,0,1,0,0,0,0,340,0,0,0,0,0,0,1
and like we're talking about how other races are living in other countries,345,0,1,0,0,0,0,345,0,0,0,0,0,0,1
we already know that being a racist in america is a big issue and,350,0,1,0,0,0,0,350,0,0,0,0,0,0,1
like it's just between whites and blacks and those were all occurring issues,355,0,1,0,0,0,0,355,0,0,0,0,0,0,1
for the last century right and everyone in the world,360,0,0,0,0,1,0,360,0,0,0,0,0,0,0
right now like i guess kind of agrees that being a racist is bad but isn't,365,0,0,0,0,1,0,365,1,2,0,0,0,0,0
that basically what we're trying to were really doing here in korea being a racist rejecting,370,0,1,0,0,0,0,370,1,2,0,0,1,0,1
the other culture without knowing anything about them calling them terrorists rapists,375,0,1,0,0,0,0,375,1,0,0,0,0,0,1
and stuff like that i lived in saudi arabia for two years and come on that's one of the biggest,380,0,1,0,0,0,0,380,1,0,0,0,0,0,1
countries for you know as long as people and over there those people,385,0,1,0,0,0,0,385,1,0,0,0,0,0,1
were really nice and i've loved like i didn't get to know their culture or anything like that but if you don't,390,0,1,0,0,0,0,390,1,0,0,0,0,0,1
and they're really nice and,395,0,1,0,0,0,0,395,1,0,0,0,0,0,1
you know you have before before the religion like everyone like i bet everybody,400,0,1,0,0,0,0,400,1,0,0,0,0,0,1
like has this kind of compassionate easy motion everyone can relate to these emotions,405,0,1,0,0,0,0,405,1,0,0,0,0,0,1
and those are the basic you know human stuff i guess and,410,0,1,0,0,0,0,410,1,0,0,0,0,0,1
if you get to know those stuff then would have people be more likely,415,0,1,0,0,0,0,415,1,0,0,0,0,0,1
to like connect to be 70s and or be more compassionate towards them so yeah it's,420,0,1,0,0,0,0,420,1,0,0,0,0,0,1
like judging a book by it's cover i guess i definitely,425,0,1,0,0,0,0,425,1,0,0,0,0,0,1
do agree that that we shouldn't reject them as refugees because of,430,0,1,0,0,0,0,430,1,0,0,0,0,0,1
this racist image but i think going beyond racism it's more about national,435,0,1,0,0,0,0,435,1,0,0,0,0,0,1
interests so each person in the world is part of a country there are citizens,440,0,1,0,0,0,0,440,1,0,0,0,0,0,1
of a country and that that country has its own government and the government is supposed to work in,445,0,1,0,0,0,0,445,1,0,0,0,0,0,1
the interest of his people and i don't think it's a bad thing that,450,0,1,0,0,0,0,450,1,0,0,0,0,0,1
korea should try to focus more on the citizens i definitely,455,0,1,0,0,0,0,455,1,0,0,0,0,0,1
think that we idealistically we should let these people in,460,0,1,0,0,0,0,460,1,0,0,0,0,0,1
and from the view of from human rights viewpoint is that it definitely is good but,465,0,1,0,0,0,0,465,0,0,0,0,0,0,1
from the perspective of the korean citizen in might be a better idea i can,470,0,1,0,0,0,0,470,0,0,0,0,0,0,1
definitely understand why people would prefer to spend more tax money on,475,1,1,0,0,0,0,475,0,0,0,0,0,0,1
improving more imminent problems with using the korea society,480,1,1,0,0,0,0,480,0,0,0,0,0,0,1
so we're imminent problems you say,485,1,1,0,0,0,0,485,0,0,0,0,0,0,1
and you said that like the youth unemployment problem is pretty big and like,490,0,1,0,0,0,0,490,0,0,0,0,0,0,1
i agree and like youth problems their unemployment they're big but the current issue,495,0,1,0,0,0,0,495,0,0,0,0,0,0,1
is i mean he's our hearing jeju island and if you don't,500,0,1,0,0,1,0,500,0,0,0,0,0,0,1
do anything it's just going to escalate from that point right so i guess,505,0,1,0,0,0,0,505,0,0,0,0,0,0,1
in my opinion regarding recording the jeju island,5,1,1,0,1,2,0,5,0,0,0,0,0,0,1
refugee crisis i i argued that south korea should,10,1,1,0,1,1,0,10,0,0,0,0,0,0,1
help south korea should i said except these refugees and,15,1,1,0,1,1,0,15,0,0,0,0,0,0,1
provide them for humanitarian support as they are great in 1991 convention regarding,20,1,1,0,1,2,0,20,0,0,0,0,0,0,1
the status of refugees and i will i will provide 33,25,1,1,0,1,1,0,25,0,0,0,0,0,0,1
of refugees and therefore south korea should be able to should fully applies to,35,1,1,0,1,1,0,35,0,0,0,0,0,0,1
to to act as accordingly to this refugee,40,1,1,0,1,1,0,40,0,0,0,0,0,0,1
convention this is this is especially important since south korea,45,1,1,0,1,1,0,45,0,0,0,0,0,0,1
is fully capable to it's very stable and fully capable to accept,50,1,1,0,1,1,0,50,0,0,0,0,0,0,1
very small number of 500 refugees and,55,0,1,0,1,1,0,55,0,0,0,0,0,0,1
refugees also and south korea has been locked in sand the political,60,1,1,0,1,1,0,60,0,0,0,0,0,0,1
decisions of politicians to change their stance if there is not it's not,65,0,1,0,1,1,0,65,0,0,0,0,0,0,1
following the convention also the yemeni christ also the yemenis crisis,70,0,1,0,1,2,0,70,0,0,0,0,0,0,1
should not be ignored by the international community and in the sense of many south koreans who think,75,0,1,0,1,2,0,75,0,0,0,0,0,0,1
that you can be ignored refugees only not accepting berkeley engineering,80,1,1,0,1,1,0,80,0,0,0,0,0,0,1
you jeez i know what,85,1,1,0,1,2,0,85,0,0,0,0,0,0,1
should not be,90,0,1,0,1,2,0,90,0,0,0,0,0,0,1
angered by the international community's no we're not were not accepting refugees,95,1,1,0,1,2,0,95,0,0,0,0,0,0,1
only a short title answer to sell that terrified only satisfies the,100,0,1,0,1,1,0,100,2,0,0,0,0,0,1
fear-mongering population yet south korea should get,105,0,1,0,1,2,0,105,2,0,0,0,0,0,1
should,110,1,1,0,1,1,0,110,2,0,0,0,0,0,1
disagree with your assertions first of all he said that,115,1,1,0,1,1,0,115,0,0,0,0,0,0,1
south korea is fully capable of accepting yemenis refugees i would like to,120,0,1,0,1,1,0,120,0,0,0,0,0,0,1
disagree on that point because the nation has seen a dramatic,125,0,1,0,1,2,0,125,0,0,0,0,0,0,1
hike in the eighth in the number of refugees from 42 seeking asylum,130,0,1,0,1,1,0,130,1,1,1,0,0,0,1
last year to 519 seeking asylum this year would the numbers of almost,135,2,0,0,1,1,0,135,0,1,1,0,0,0,0
increased by 10 volt led more than tenfold and,140,2,0,0,1,0,0,140,0,0,0,0,0,0,0
nation probably did not prepared for this dramatic increase and,145,2,0,0,1,1,0,145,0,0,0,0,0,0,0
also korea is known for its homogeneous society majority,150,0,0,0,0,0,0,150,0,0,0,0,0,0,0
of korean citizens don't expect that,155,0,0,0,0,0,0,155,0,0,0,0,0,0,0
much racial diversity in their society and they have not received enough education,160,0,0,0,0,0,0,160,0,0,0,0,1,0,0
to accept people of different ethnic diversity,165,0,0,0,0,0,0,165,0,0,0,0,1,0,0
and i believe that such educational and in terms of,170,0,0,0,0,0,0,170,0,0,0,0,1,0,0
government subsidy wise such funding should be acquired first before accepting,175,0,0,0,0,0,0,175,0,0,0,0,1,0,0
that many refugees because there are potential for racial discrimination and there's,180,0,0,0,0,0,0,180,0,2,0,0,1,0,0
also potential for the government not being able to take care of the refugees they accepted because,185,0,0,0,0,0,0,185,0,0,0,0,1,0,0
of their because they did not prepare for that many refugees entering,190,0,0,0,0,0,0,190,0,2,0,0,1,0,0
the country and in addition to my,195,0,0,0,0,0,0,195,0,2,0,0,1,0,0
position i would like to assert that i would like to bring out the question of the,200,0,0,0,0,0,0,200,0,0,0,0,1,0,0
security of locals when we accepted at least to the jeju island or there enough,205,2,1,0,0,0,0,205,0,0,0,0,1,0,1
policies in hand to secure the,210,2,1,0,0,0,0,210,0,0,0,0,1,0,1
security security of locals and with respect to refugees coming,215,2,1,0,0,0,0,215,0,0,0,0,2,0,1
in so i would like to,220,0,1,0,0,0,0,220,0,0,0,0,1,0,1
i would like to say something against what she have just argued primarily,225,0,1,0,0,0,0,225,0,0,0,0,1,0,1
primarily she had what she has argued that south korea,230,0,1,0,0,0,0,230,0,0,0,0,1,0,1
isn't all work isn't ready to accept these refugees however in considering an economic,235,0,1,0,0,0,0,235,0,0,0,0,1,0,1
standpoint and considering how the nation is stable south korea in turn in terms of these already,240,0,1,0,0,0,0,240,0,0,0,0,2,0,1
has much more capable of accepting refugees than four examples some nations who have already,245,0,1,0,0,0,0,245,0,2,0,0,1,0,1
i've talked to many refugees so and and humanitarian statement they at least,250,1,1,0,1,0,0,250,0,2,0,0,0,0,1
have a place to eat and to work which many of these refugees has not had the opportunity also,255,1,1,0,1,0,0,255,0,2,0,0,0,0,1
shares argued that south korea is to hormones homogeneous and many people face,260,1,1,0,1,0,0,260,0,2,0,0,0,0,1
discrimination upon arriving south korea however this power there,265,1,1,0,1,0,0,265,0,2,0,0,0,0,1
are if there is already a substantial amount of foreign foreign people and especially people,270,1,1,0,1,0,0,270,0,0,0,0,0,0,1
with muslim backgrounds living in south south korea and and therefore this,275,1,1,0,1,1,0,275,0,2,0,0,0,0,1
and there and this amount is much more than the 500 yemeni refugees and,280,1,1,0,1,1,0,280,0,2,0,0,0,0,1
also she has argued that they should be accepted after south korea's ready for,285,1,1,0,1,1,0,285,0,2,0,0,0,0,1
accepting refugees however that this means that the 500 yemenis,290,1,1,0,1,0,0,290,0,2,0,0,0,0,1
refugees or maybe a huge portion of them like what happened now has,295,1,1,0,1,0,0,295,0,2,0,0,0,0,1
has to or we have to only have a temporary status or where either be returned to yemen,300,1,1,0,1,0,0,300,0,2,0,0,0,0,1
how this however they have already paid the potential amount and paid a huge,305,1,1,0,1,0,0,305,0,2,0,0,0,0,1
risk for for arriving to south korea and putting them back,310,1,1,0,1,0,0,310,0,2,0,0,0,0,1
is against humanitarian obligations at south korea has a week to follow,315,1,1,0,1,1,0,315,0,2,0,0,0,0,1
as a developed country,320,1,1,0,1,0,0,320,0,2,0,0,0,0,1
i like to disagree on how he said that korea,325,1,1,0,1,0,0,325,0,2,0,0,0,0,1
is economically and economically and just stable in general,330,1,1,0,1,0,0,330,0,2,0,0,0,0,1
which you stated korea is that state of war the war between south korea and,335,1,1,0,1,1,0,335,0,2,0,0,1,0,1
north korea has not ended since since 1945 the,340,1,1,0,1,0,0,340,0,2,0,0,1,0,1
which the war started after world war 2 so which is around that time all,345,1,1,0,1,1,0,345,0,2,0,0,1,0,1
the men in korea go to a military our force our are required,350,1,1,0,1,1,0,350,0,2,0,0,1,0,1
to go to military because of the situation i believe that the situation is hardly stable,355,1,1,0,1,1,0,355,1,0,0,0,1,0,1
and also you said that because there are many people of muslim background in korea,360,0,1,0,1,0,0,360,1,0,0,0,1,0,1
people in korea are prepared to accept refugees well i would like to say i,365,0,1,0,1,0,0,365,1,0,0,0,1,0,1
disagree that with you because although there are many people,370,0,1,0,1,0,0,370,1,0,0,0,1,0,1
of foreign background in korea i believe that they have not integrated well into the society,375,0,1,0,1,0,0,375,0,0,0,0,1,0,1
well just seeing the christ community of the separation between the international population,380,0,1,0,1,0,0,380,1,0,0,0,1,0,1
and the korean population i believe that further education and some campaigning,385,0,1,0,1,0,0,385,1,0,0,0,1,0,1
is needed to prepare the korean citizens to accept,390,0,1,0,1,0,0,390,0,0,0,0,1,0,1
those refugees and except on racially different people into their society,395,0,1,0,1,0,0,395,0,0,0,0,1,0,1
and in terms of humanitarian aid i believe that i agree with,400,0,1,0,0,0,0,400,0,0,0,0,1,0,1
you that if the korea has the necessary means they should provide,405,0,1,0,0,0,0,405,1,0,0,0,1,0,1
humanitarian aid however,410,0,1,0,0,0,0,410,0,0,0,0,1,0,1
because of the situations that i said beforehand i believe that korea is not prepared,415,0,1,0,0,0,0,415,0,0,0,0,1,0,1
to accept that many refugees and if the nation cannot provide for those refugees they cannot,420,0,1,0,0,0,0,420,0,0,0,0,1,0,1
they should not try to accept as refugees if they cannot care for them that well,425,0,1,0,0,0,0,425,1,0,0,0,1,0,1
so i would like,430,0,1,0,0,0,0,430,1,0,0,0,1,0,1
to add some points to what she has are good to begin with she has,435,0,1,0,0,0,0,435,0,0,0,0,1,0,1
argued that south korea is in the very economic very is a very interested,440,0,1,0,0,0,0,440,0,0,0,0,1,0,1
in stable nation considering the war between north korea and south korea korea is in,445,0,1,0,0,0,0,445,0,0,0,0,1,0,1
a state of war in korea it and korean men are upload jacket military and,450,2,1,0,0,0,0,450,0,0,0,0,1,0,1
of course northeast asia as a german south korea north korea general is very in stable place in the political,455,2,1,0,0,0,0,455,0,2,0,0,1,0,1
view however south korea still has signed signed the 1991,460,2,1,0,0,0,0,460,0,0,0,0,1,0,1
convention on refugees and this have argued eyes this i do own this employees that,465,2,1,0,0,0,0,465,1,0,0,0,1,0,1
are usually south korea has only hastening sign scientists in order to,470,0,1,0,0,1,0,470,0,0,0,0,1,0,1
gain some in order to gain some status as a developed country,475,0,1,0,0,1,0,475,1,0,0,0,1,0,1
towards the fact that south korea is capable of accepting a substantial amount to procure,480,0,1,0,0,1,0,480,0,0,0,0,0,0,1
geez and i would like to further i would like to further,485,0,1,0,0,1,0,485,0,0,0,0,0,0,1
clarify my remaining art when south korea should not should not be focused,490,1,1,0,0,1,0,490,0,0,0,0,0,0,1
on their own intent on internal struggle even though their heart south korea is a nation,495,0,1,0,0,1,0,495,0,0,0,0,0,0,1
that is a nation that that focuses on,500,0,1,0,0,1,0,500,0,0,0,0,0,0,1
export and an agent that should be able to and and personally i think that,505,0,1,0,0,1,0,505,0,0,0,0,0,0,1
the time i'll start okay so i'm against,5,0,1,1,0,1,0,5,0,0,1,0,1,0,1
the integration of refugees to korea so,10,0,2,1,0,1,0,10,0,0,1,0,1,0,2
my main point is i 3 main points firstly,15,0,2,1,0,1,0,15,0,0,1,0,1,0,2
i think it's important to take care of the korean nationals first and,20,0,1,1,0,1,0,20,0,0,1,0,1,0,1
then look after the refugee refugees i know it's a great thing to help other people,25,2,1,1,0,1,0,25,0,0,1,0,1,0,1
and the gospel others but i think it's more important to look after our,30,2,1,1,0,1,0,30,0,0,1,0,1,0,1
boundary if we look this into small boundary i think we can compare it with,40,2,1,1,0,1,0,40,0,0,1,0,1,0,1
a family so let's say the young family was ten,45,2,1,1,0,1,0,45,0,0,1,0,1,0,1
children and i'm not that wealthy and some of the children are getting enough food and,50,2,1,1,0,1,0,50,0,0,1,0,1,0,1
some aren't some are getting a good education but some are we the education at have,55,2,1,1,0,1,0,55,0,0,1,0,1,0,1
a bad environment for upbringing but just because,60,2,1,1,0,1,0,60,2,0,1,0,1,0,1
other wealthy families are taking adopting children,65,2,1,1,0,1,0,65,2,0,1,0,1,0,1
adopting is a great thing to do on these things have children and it's great,70,2,1,1,0,0,0,70,2,0,1,0,1,0,1
but would it be good to take in children,75,2,1,1,0,0,0,75,2,0,1,0,1,0,1
adopt children when you can't even take care of your own children properly,80,2,1,1,0,1,0,80,2,0,1,0,1,0,1
so i think it's best thing is to take care of our children,85,2,1,1,0,1,0,85,2,0,1,0,1,0,1
fist and then look off balance so that's my first point and,90,2,1,1,0,1,0,90,2,0,1,0,1,0,1
my second point is that the people are mainly,95,2,1,1,0,1,0,95,2,0,1,0,1,0,1
muslim and it's not to do with race i'm not being,100,2,1,1,0,1,0,100,2,0,1,0,1,0,1
i'm not being racist in the fact that,105,2,1,1,0,1,0,105,2,0,1,0,1,0,1
i think it's to do with the cultural thing,110,2,1,1,0,1,0,110,2,0,1,0,1,0,1
okay so if i'm i'm for immigration i guess so,120,0,1,1,0,1,0,120,2,0,1,0,1,0,1
let me just address your first point about taking care of korean nationals first,125,0,1,1,0,1,0,125,0,0,1,0,1,0,1
so yeah korea should take care of their nationals as well,130,0,1,1,0,1,0,130,0,0,1,0,1,0,1
but just because you know having refugees,135,0,1,1,0,1,0,135,1,0,1,0,1,0,1
who are applying for jobs that it could go to koreans doesn't necessarily mean that they're not taking,140,0,1,1,0,1,0,140,1,1,1,0,1,0,1
care of koreans in a way because what if those what if koreans don't want those jobs,145,2,1,1,0,0,0,145,1,1,2,0,1,0,1
than all those small menial jobs would just then go to refugees and in a way it would help korean,150,2,1,1,0,0,0,150,1,1,2,0,1,0,1
society and just because creating some creating nationals are poor that's not the fault,155,0,1,1,0,0,0,155,1,1,1,0,1,0,1
of the government maybe it's the fault of the of the person of,160,2,1,1,0,1,0,160,1,0,1,0,1,0,1
the lol it's maybe their own motivation that they lost so that they can't find a job they can't take,165,0,1,1,0,1,0,165,0,0,1,0,1,0,1
care of themselves and also for a second point,170,0,1,1,0,1,0,170,0,0,1,0,1,0,1
i think i have an idea of where you were going and to be honest muslims,175,0,1,1,0,1,0,175,0,0,1,0,1,0,1
are actually considered one of the religions that is very well respected and,180,0,2,1,1,1,0,180,0,0,1,0,0,0,2
culturally they keep a lot of ground rules but those people extremists,185,2,2,1,1,1,0,185,0,0,1,0,0,0,2
are the ones who don't stick to those rules and want to add more rules of their own,190,0,2,1,1,1,0,190,0,0,1,0,0,0,2
to that religion so it's not necessarily religious wise,195,0,2,1,1,1,0,195,0,0,1,0,0,0,2
and i think that,200,0,2,1,1,1,0,200,0,0,1,0,0,0,2
korea as a homogeneous society should actually become a little bit more heterogeneous and more,205,2,1,1,1,0,0,205,0,0,1,0,0,0,1
of a cultural melting pot like other first world countries yeah i think that's,210,0,1,1,1,0,0,210,0,0,1,0,0,0,1
it so yours you said that the poor people in korea,215,0,1,1,1,0,0,215,0,0,1,0,0,0,1
are the fault of their own and it's not the government that's what you said and i agree that some,220,0,1,1,0,0,0,220,0,0,1,0,0,0,1
people in might be the case for some people that,225,0,1,1,0,0,0,225,0,0,1,0,0,0,1
i was brought up in the uk and the situation will be different there,230,0,1,1,0,0,0,230,0,0,1,0,0,0,1
is still poor people in britain but the government,235,2,1,1,0,0,0,235,0,0,1,0,0,0,1
helping the poor people is extremely different from korea and victim,240,0,1,1,0,0,0,240,0,0,1,0,0,0,1
i think the government isn't doing enough to help the disabled,245,0,1,1,0,0,0,245,0,1,1,0,0,0,1
or the,250,0,1,1,0,0,0,250,1,0,1,0,0,0,1
old people old people and eventually he'll etc and people,255,1,1,1,0,0,0,255,0,0,1,0,0,0,1
who need help from the government who can't sustain the,260,1,1,1,0,0,0,260,0,0,1,0,0,0,1
can't help themselves who need help i think that,265,1,1,1,0,0,0,265,0,0,1,0,0,0,1
the government needs to help them more and i'm you said that extreme people add,270,1,1,1,0,1,0,270,0,0,1,0,0,0,1
more rule to the religion do you have you study the cora,275,1,1,1,0,1,0,275,0,0,1,0,0,0,1
have you studied can't help themselves through need help i think that the government needs to help them more and and you said that extreme people add more rule to the religion do you how do you study the koran have you studied muslim religion because i studied the religion,280,1,1,1,0,1,0,280,0,0,1,0,0,0,1
because in the uk this is in gcse we select subjects,285,1,1,1,0,1,0,285,0,0,1,0,0,0,1
and i selected religion i'm that about muslims and the quran and the quran,290,0,1,1,0,1,0,290,0,0,1,0,0,0,1
i can't cook the crumbs i don't remember the exact words but it says,295,1,1,1,0,1,0,295,0,0,1,0,0,0,1
to kill non-muslims and kill the,300,1,1,1,0,0,0,300,0,0,1,0,0,0,1
gays kill the tried convert everyone to muslim if they don't,305,0,1,1,0,0,0,305,0,0,1,0,0,0,1
convert kill them and go to a different country,310,0,1,1,0,0,0,310,0,0,1,0,0,0,1
and marry their people and have as many children children,315,0,1,1,0,0,0,315,0,0,1,0,0,0,1
and they make them all muslim and attack on muslims and if you kill someone because,320,0,1,1,0,0,0,320,0,0,1,0,0,0,1
of the religion you go to heaven okay,325,0,1,1,0,0,0,325,2,0,1,0,0,0,1
rebuttal time okay first i'll address your welfare,330,0,1,1,0,0,0,330,0,0,1,0,0,0,1
comment yeah so i think i,335,0,1,1,0,1,0,335,0,0,1,0,0,0,1
would agree with you maybe you came would have a better welfare situation,340,2,1,1,0,1,0,340,0,0,1,0,0,0,1
and comparisons to korea right because korean government,345,2,1,1,0,1,0,345,0,0,1,0,0,0,1
doesn't really do doesn't really care about the disabled disabled or mentally challenged,350,2,1,1,0,1,0,350,0,0,1,0,0,0,1
all the older generation and i agree with that but that's all in the government,355,2,1,1,0,1,0,355,2,0,1,0,0,0,1
instead of actually protesting against immigration they should actually be protesting,360,2,1,1,0,1,0,360,0,0,1,0,0,0,1
for you know rights for welfare status fixing everything,365,2,1,1,0,1,0,365,0,0,1,0,0,0,1
helping the mentally disabled helping the people helping the older generation maybe with pension,370,2,1,1,0,1,0,370,0,0,1,0,0,0,1
or well first raishin they should actually be protesting for you know rights for welfare status fixing everything helping the mentally disabled helping the people helping the older generation maybe with pension or welfare status that's what they should be fighting for instead of immigration as well,375,2,1,1,0,1,0,375,2,0,1,0,0,0,1
for a religion otherwise just because the coroner says to kill non-muslims,380,2,1,1,0,1,0,380,2,0,1,0,0,0,1
it's like the bible they're like stone everybody who is a sinner or stone people who don't,385,2,1,1,0,1,0,385,2,0,1,0,0,0,1
who's not christian they still don't know it's just for her alligator,390,2,1,1,0,1,0,390,2,0,1,0,0,0,1
no way to christian stone them no chris no but,395,2,1,1,0,1,0,395,2,0,1,0,0,0,1
but what about this showcase of buildings stone women who don't wear,400,2,1,1,0,1,0,400,2,0,1,0,0,0,1
the hijab that's only the extreme extreme ignore how do you know they're,405,2,1,1,0,1,0,405,2,0,1,0,0,0,1
only the extremist why isn't there any christian extremist who do that throw stones,410,2,1,1,0,1,0,410,2,0,1,0,0,0,1
at the case kill people who commit adultery,415,2,1,1,0,1,0,415,2,0,1,0,0,0,1
it says in the bible to kill stone but that's only,420,2,1,0,0,1,0,420,0,0,1,1,1,0,1
a morality thing yeah to christians as some of your morality did you see american,425,2,1,0,0,1,0,425,0,0,1,1,1,0,1
muslims killing with non-muslims know you don't that would be an everyday occurrence in america,430,1,1,0,0,1,0,430,0,0,1,1,1,0,1
exactly so i don't think it all but not all of them follow,435,0,1,0,0,1,0,435,1,0,1,1,1,0,1
are they actually call themselves muslims or do,445,1,1,1,1,1,0,445,0,0,1,1,1,0,1
they call themselves another word for their terrorist group it depends,450,1,1,1,1,1,0,450,0,0,1,1,1,0,1
they call themselves muslims so you're saying that terrorist,455,1,1,1,1,1,0,455,0,0,1,1,1,0,1
people don't call themselves muslims some don't some were just,460,1,2,1,1,1,0,460,0,0,1,1,1,0,2
a group that there were an activist are trying to defend their own country and then they ended up,465,1,1,1,1,1,0,465,0,0,1,1,1,0,1
getting the support of america and they became this huge terrorist groups like,470,1,1,1,1,1,0,470,0,0,1,1,1,0,1
for example isis,475,0,1,1,1,1,0,475,0,0,1,1,1,0,1
so how is isis so huge where is happening make money they got,480,0,1,1,1,1,0,480,0,0,1,1,1,0,1
their first support from the us and then when saddam hussein died,485,0,1,1,1,1,0,485,0,0,1,1,1,0,1
they go bigger how did they grew bigger where did they get all the equipment the weapons,490,0,1,1,1,1,0,490,0,0,1,1,1,0,1
they got the weaponry from the america before before said i was saying died so they,495,0,1,1,1,1,0,495,0,0,1,1,1,0,1
got all the weapons before silencing and they're still have those weapons,500,0,1,1,1,1,0,500,0,0,1,1,1,0,1
yeah and then they sell was weapons being fine they gain followers followers make - definitely a huge support,505,0,1,1,1,1,0,505,0,0,1,1,1,0,1
from some certain government and most people assume that it's from saudia,510,0,1,1,1,1,0,510,0,0,1,1,1,0,1
first these refugees came,5,0,1,0,0,0,0,5,2,0,0,0,0,0,1
from your men right and they left because the their country at the terrors and regime was being,10,0,1,0,0,0,0,10,2,0,0,0,0,0,1
because they thought the country was dangerous after all and,15,0,1,0,0,0,0,15,2,2,0,0,1,0,1
they have nowhere to go and korea is a developed nation also part of the united nations,20,0,1,0,0,0,0,20,2,0,0,0,0,0,1
i think they have the responsibility to take in the refugees sl pasta,25,0,1,0,0,1,0,25,2,0,0,0,0,0,1
okay so again is the refugee letting the refugee into,30,0,1,0,0,1,0,30,2,0,0,0,0,0,1
jeju island because first of all they are abusing the immigrant love which is,35,0,1,0,0,0,0,35,2,0,0,0,0,0,1
days but after that they have to go out but if they challenge,45,2,0,0,0,0,0,45,2,1,0,0,0,0,0
for a trial at the court to let them into can stay for additional 90 days and,50,0,0,0,0,0,0,50,2,1,0,0,0,0,0
and of korean government has to provide like food shelter and,55,2,0,0,0,0,0,55,2,1,0,0,0,0,0
even for kids they have to provide public health care and education so,60,2,0,0,0,0,0,60,2,1,0,0,0,0,0
i think they're kind of abusing that system and second of all i think it's bit,65,0,0,0,0,0,0,65,0,1,0,0,0,0,0
premature for both the refugees and korean people to accept,70,0,0,0,0,0,0,70,0,1,0,0,0,0,0
each other for example yemen is in the middle east so it's,75,0,0,0,0,0,0,75,0,1,0,0,0,0,0
to the culture and like the food in general is different from korea so,80,2,0,0,0,0,0,80,2,1,0,0,0,0,0
